date,location,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
2021-06-19,Chennai,38,28.1,32.1,22.9,59.9,11.609,100,4.17,rain,,18.4,236.4,1007.4,68.8,6.4,180.7,15.7,6,,2021-06-19 5:43:24,2021-06-19 18:37:08,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-06-20,Chennai,39,28.9,33,22.6,55.7,0,0,0,,37.1,25.9,267.1,1007.4,46.9,6.3,192.7,16.5,6,,2021-06-20 5:43:36,2021-06-20 18:37:22,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-21,Chennai,40,28.1,32.8,23.5,60.1,0.5,100,4.17,rain,,20.5,241.1,1006.3,39.9,6.8,128.3,10.8,4,,2021-06-21 5:43:49,2021-06-21 18:37:35,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-06-22,Chennai,37,27,31.2,24.1,68.2,0,0,0,,,18.4,233,1005.7,60.3,6.3,119.5,10.3,4,,2021-06-22 5:44:02,2021-06-22 18:37:48,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-23,Chennai,38,29,32.4,24.6,64.9,0,0,0,,,16.6,232.9,1005.5,55.7,6,134.4,11.7,5,,2021-06-23 5:44:16,2021-06-23 18:38:00,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-24,Chennai,36,26,30.7,24.1,69.6,0,0,0,,,22.3,271,1006.2,67.4,5.8,150.5,13,5,,2021-06-24 5:44:30,2021-06-24 18:38:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-25,Chennai,37,28.8,32.4,23.2,60.1,0,0,0,,,20.5,245.7,1004.6,53,6.3,195.6,16.7,6,,2021-06-25 5:44:44,2021-06-25 18:38:22,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-26,Chennai,34,29,31.3,23.1,62.8,0,0,0,,,27.7,261.8,1004.4,71.9,6.1,177.2,15.3,6,,2021-06-26 5:44:59,2021-06-26 18:38:32,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-27,Chennai,34.2,28,30.2,23.4,67.6,0,0,0,,,20.5,263.7,1005.7,85.5,6.4,121.5,10.5,5,,2021-06-27 5:45:14,2021-06-27 18:38:42,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-28,Chennai,35,25,28.9,24.9,80.7,30.988,100,12.5,rain,,16.6,218.1,1006.5,65.2,5.7,222,19.1,7,,2021-06-28 5:45:29,2021-06-28 18:38:51,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-06-29,Chennai,35,27.8,30.9,25.1,72.3,0,0,0,,,24.1,190.3,1005.9,37.2,6,256.9,22.3,8,,2021-06-29 5:45:45,2021-06-29 18:39:00,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-30,Chennai,37,28,31.5,26.1,73.9,0.1,100,4.17,rain,,16.6,201.9,1005.3,34.5,6.1,191,16.5,6,,2021-06-30 5:46:01,2021-06-30 18:39:07,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-07-01,Chennai,37,27,30.9,25.2,72.4,0,0,0,,44.6,25.9,230,1004.6,53.1,6,88,7.4,3,,2021-07-01 5:46:17,2021-07-01 18:39:14,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-07-02,Chennai,37,25,30.1,24.4,72.8,7.195,100,4.17,rain,,22.3,260,1005.2,53.3,6.3,130.4,11.2,4,,2021-07-02 5:46:33,2021-07-02 18:39:21,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-07-03,Chennai,35,25.5,29.8,25,76.2,0,0,0,,,13,225.6,1006,61.6,6.4,158.7,13.8,5,,2021-07-03 5:46:49,2021-07-03 18:39:26,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-07-04,Chennai,34,28,30.6,25.2,73.7,0.2,100,4.17,rain,,12.1,236.9,1005.7,61.5,6.2,169.1,14.6,6,,2021-07-04 5:47:06,2021-07-04 18:39:31,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-07-05,Chennai,36,26,30.8,24.3,69.2,0.027,100,4.17,rain,,21.1,217.8,1004.7,50.1,6.4,209.4,18.3,7,,2021-07-05 5:47:22,2021-07-05 18:39:35,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-07-06,Chennai,37,27.9,31.2,25.1,71,0,0,0,,,16.6,202.3,1004,46.5,6.5,180.8,15.6,6,,2021-07-06 5:47:39,2021-07-06 18:39:39,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-07-07,Chennai,36,28.9,31.7,25.1,69.2,0,0,0,,,24.1,215.2,1004,43.6,6.3,205.5,17.8,7,,2021-07-07 5:47:56,2021-07-07 18:39:41,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-07-08,Chennai,36,25,30.5,24.5,71.7,31,100,4.17,rain,37.1,18.4,230.5,1004.3,48,6.3,108.4,9.3,3,,2021-07-08 5:48:13,2021-07-08 18:39:43,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-07-09,Chennai,34,24.3,28.6,24.5,79.8,32.996,100,16.67,rain,37.1,24.1,262.3,1003.1,81.2,5.5,159,13.9,6,,2021-07-09 5:48:30,2021-07-09 18:39:44,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-07-10,Chennai,33,25.3,29.4,24.4,75.4,2.902,100,4.17,rain,,23.8,236.4,1001.8,86.7,5.9,138.3,11.8,5,,2021-07-10 5:48:47,2021-07-10 18:39:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-07-11,Chennai,33.2,26,29.8,23.3,69.3,0.592,100,8.33,rain,,22.4,274.6,1001.8,90.3,5.5,177.4,15.4,6,,2021-07-11 5:49:03,2021-07-11 18:39:43,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
2021-07-12,Chennai,33.1,26.7,30.3,23.5,68.1,0.4,100,8.33,rain,,22.3,258.4,1001.9,84,6.4,126.7,10.9,5,,2021-07-12 5:49:20,2021-07-12 18:39:42,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
2021-07-13,Chennai,34,28.3,30.3,23.6,68.1,2.726,100,4.17,rain,,18.4,265.2,1002.8,92.5,5.8,173.6,15.1,6,,2021-07-13 5:49:37,2021-07-13 18:39:39,0.06,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
2021-07-14,Chennai,34,25.7,29.9,23.7,70.3,2.921,100,4.17,rain,,16.6,274.8,1003.6,91.6,6,162.3,14,6,,2021-07-14 5:49:54,2021-07-14 18:39:36,0.1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
2021-07-15,Chennai,32,25.7,28.6,24.3,78.1,8.177,100,12.5,rain,,24.1,243.9,1004.1,89.6,5.4,214.7,18.7,8,,2021-07-15 5:50:10,2021-07-15 18:39:31,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-07-16,Chennai,35,25,29.5,25.1,78.3,44.167,100,16.67,rain,37.1,18.4,227.8,1005.6,81.3,5.4,191.5,16.5,6,,2021-07-16 5:50:26,2021-07-16 18:39:26,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-07-17,Chennai,33,25.5,28.4,25,82.8,68.712,100,8.33,rain,,18.4,260.5,1005.7,86,4.7,150.1,13,5,,2021-07-17 5:50:43,2021-07-17 18:39:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-07-18,Chennai,33,26,28.8,24.8,79.5,2.177,100,4.17,rain,,20.5,261.4,1004.3,82,5.5,84.6,7.3,3,,2021-07-18 5:50:59,2021-07-18 18:39:13,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-07-19,Chennai,35,25.1,30.4,24.2,71.2,9.157,100,12.5,rain,,37.7,267.4,1004.5,61.3,5.6,220.9,19,8,,2021-07-19 5:51:15,2021-07-19 18:39:06,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-07-20,Chennai,36,25.6,29.9,23.9,72.6,13.786,100,8.33,rain,42.5,24.1,286.1,1005.7,83.5,5.9,225.2,19.6,8,,2021-07-20 5:51:30,2021-07-20 18:38:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-07-21,Chennai,33,26.4,29.4,24.1,74.1,9.206,100,16.67,rain,,20.5,277.1,1005.2,90.4,4.9,162.7,13.9,6,,2021-07-21 5:51:46,2021-07-21 18:38:47,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
2021-07-22,Chennai,33,27,29.4,23.2,70.1,2.195,100,4.17,rain,37.1,22.3,263.3,1002.4,89.6,5.1,194.2,16.8,7,,2021-07-22 5:52:01,2021-07-22 18:38:37,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-07-23,Chennai,35,27,30.3,23.5,67.4,0.549,100,4.17,rain,40.7,22.3,256.1,1001.5,68.6,6,222.2,19.1,7,,2021-07-23 5:52:16,2021-07-23 18:38:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-07-24,Chennai,36,27.8,31.7,23.9,64.3,0,0,0,,40.7,24.1,251.1,1003,49.1,6.8,261.1,22.5,9,,2021-07-24 5:52:31,2021-07-24 18:38:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-07-25,Chennai,36,27.6,32.2,24.6,65.7,0,0,0,,37.1,28.5,255.3,1004.3,44.6,6.5,205.3,17.7,8,,2021-07-25 5:52:45,2021-07-25 18:38:00,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-07-26,Chennai,36,25,31.2,24.3,68,0.58,100,4.17,rain,37.1,41,265.2,1005.1,53.6,6.8,161.6,13.8,6,,2021-07-26 5:53:00,2021-07-26 18:37:46,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-07-27,Chennai,36,26.3,31.2,24.6,69.7,12.158,100,8.33,rain,40.7,22.3,263.7,1004.5,54.5,5.8,158.2,13.6,5,,2021-07-27 5:53:14,2021-07-27 18:37:31,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-07-28,Chennai,36,28,31.7,23.5,63.3,0,0,0,,37.1,22.3,266.6,1005,45.9,6.4,217.4,18.7,8,,2021-07-28 5:53:27,2021-07-28 18:37:15,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-07-29,Chennai,36,29,31.8,22.7,59.2,2,100,4.17,rain,37.1,26.1,278.4,1005.5,57.7,5.9,212.2,18.2,8,,2021-07-29 5:53:40,2021-07-29 18:36:58,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-07-30,Chennai,35,29.2,32.1,22.6,57.7,1,100,4.17,rain,37.1,22.3,275,1006.4,63.1,5.9,241.7,20.8,8,,2021-07-30 5:53:53,2021-07-30 18:36:40,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-07-31,Chennai,36,26,31.6,22.8,61.3,11,100,4.17,rain,,18.4,283,1007.1,56.3,5.8,277.2,23.9,9,,2021-07-31 5:54:06,2021-07-31 18:36:22,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-08-01,Chennai,35,26,30.4,23.9,69.8,8.707,100,4.17,rain,,22.3,254.4,1006.1,68.2,6,239.8,20.7,8,,2021-08-01 5:54:18,2021-08-01 18:36:02,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-08-02,Chennai,36,29,31.6,23.4,63.3,0.274,100,4.17,rain,,20.5,268.4,1006,52.8,5.8,241.6,20.9,8,,2021-08-02 5:54:30,2021-08-02 18:35:42,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-08-03,Chennai,36,28.9,31.9,24.3,65.7,0,0,0,,,20.5,273.4,1007.1,44,6.4,264.5,22.8,9,,2021-08-03 5:54:42,2021-08-03 18:35:21,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-04,Chennai,36,28.3,32,23.7,62.7,0.6,100,4.17,rain,,22.3,262.5,1007.2,50.3,6.5,230.1,19.9,8,,2021-08-04 5:54:53,2021-08-04 18:34:59,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-08-05,Chennai,36,27,32.2,23.5,61,1,100,4.17,rain,,25.9,279.3,1005.6,51,6.2,215.2,18.5,8,,2021-08-05 5:55:04,2021-08-05 18:34:36,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-08-06,Chennai,37,27,31.2,24.6,69.5,1.921,100,4.17,rain,33.5,24.1,245.1,1004.6,52.6,5.5,174.1,15,6,,2021-08-06 5:55:14,2021-08-06 18:34:13,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-08-07,Chennai,36.4,27.8,31.5,25,69.2,0,0,0,,,25.9,237.3,1005.3,41.5,6.6,228.6,19.5,8,,2021-08-07 5:55:24,2021-08-07 18:33:48,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-08,Chennai,36,28.8,31.8,25.4,69.7,0,0,0,,,20.4,208.6,1006.2,44.6,6.7,231.6,19.8,8,,2021-08-08 5:55:34,2021-08-08 18:33:23,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-09,Chennai,37,28.8,32,25.9,71.3,0,0,0,,,16.6,184.5,1006.4,39.3,6.7,198.7,17.3,7,,2021-08-09 5:55:43,2021-08-09 18:32:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-10,Chennai,35,23.2,30.2,24.6,73.6,35.47,100,8.33,rain,37.1,18.4,287.2,1006.4,53.1,6.3,213.1,18.4,7,,2021-08-10 5:55:52,2021-08-10 18:32:30,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-08-11,Chennai,37,27.9,31.6,25.4,70.9,8.181,100,8.33,rain,,14.8,266.1,1005.9,37.6,6,111.9,10,4,,2021-08-11 5:56:01,2021-08-11 18:32:03,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-08-12,Chennai,34,28,30.9,24.3,68.5,0,0,0,,,18.4,279.9,1006.5,67.2,5.8,97.1,8.4,3,,2021-08-12 5:56:09,2021-08-12 18:31:34,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-13,Chennai,35,28,30.9,23.7,66.4,0,0,0,,,14.8,278.4,1005.8,76.2,6,126.8,11.1,5,,2021-08-13 5:56:17,2021-08-13 18:31:05,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-14,Chennai,34,27.9,31,23.8,66.4,0,0,0,,,18.4,281.1,1004.1,66.7,5.8,111.8,9.5,4,,2021-08-14 5:56:24,2021-08-14 18:30:35,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-15,Chennai,32.2,27.8,30,22.8,65.8,0,0,0,,33.5,22.3,278.7,1004.7,76,5.8,166.7,14.6,7,,2021-08-15 5:56:31,2021-08-15 18:30:05,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-16,Chennai,33,27.7,30,24.1,71.6,0.717,100,12.5,rain,,14.8,257.3,1005.9,83.9,5.2,250.8,21.7,9,,2021-08-16 5:56:38,2021-08-16 18:29:34,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-08-17,Chennai,33,24,28.9,25,80.4,15.404,100,4.17,rain,37.1,18.4,212.6,1006.6,82.4,5.2,213.2,18.3,7,,2021-08-17 5:56:45,2021-08-17 18:29:02,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-08-18,Chennai,35,26.6,30.3,24.7,73,0,0,0,,,18.4,233.8,1005.1,60.9,5.8,208.3,18.1,8,,2021-08-18 5:56:51,2021-08-18 18:28:29,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-19,Chennai,33,27.8,30.3,24,69.9,0,0,0,,,18.4,228.8,1004.5,79.7,5.9,211.9,18.6,8,,2021-08-19 5:56:56,2021-08-19 18:27:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-20,Chennai,33,25.3,29.2,24.9,78.3,12.902,100,8.33,rain,37.1,18.4,223.1,1005.9,78,5.3,152.6,13.2,5,,2021-08-20 5:57:02,2021-08-20 18:27:22,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-08-21,Chennai,32,27.9,29.4,24.9,77.2,52.968,100,4.17,rain,,18.4,244,1007.7,72.4,5.8,138.5,12.1,5,,2021-08-21 5:57:07,2021-08-21 18:26:48,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-08-22,Chennai,34,26.3,30,24.5,73.6,0,0,0,,,18.4,182.3,1007.8,41.5,6.3,245,21.1,8,,2021-08-22 5:57:11,2021-08-22 18:26:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-23,Chennai,33,25.7,28.6,24.2,77.8,0,0,0,,,13,230.5,1007.6,52.4,5.6,173.9,15,6,,2021-08-23 5:57:16,2021-08-23 18:25:38,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-24,Chennai,35,26.7,30.3,24.9,74,0,0,0,,,18.4,218.5,1006.6,35.4,6,221,19,7,,2021-08-24 5:57:20,2021-08-24 18:25:02,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-08-25,Chennai,36,26.1,30.9,24.3,69.5,0.984,100,4.17,rain,,27.7,249.9,1005.5,49.4,6.3,146.2,12.6,5,,2021-08-25 5:57:24,2021-08-25 18:24:25,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-08-26,Chennai,35,26.8,29.7,24.8,75.7,0.823,100,4.17,rain,,20.5,233.1,1004.3,57,6,161.8,13.9,6,,2021-08-26 5:57:27,2021-08-26 18:23:48,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-08-27,Chennai,35,24.8,28.4,24.5,80.9,6.695,100,8.33,rain,46.4,27.7,260.1,1003.9,80.1,5.4,96.2,8.3,3,,2021-08-27 5:57:30,2021-08-27 18:23:10,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-08-28,Chennai,33.3,24.6,28.5,24.5,80.3,43.536,100,16.67,rain,,16.6,269.2,1002.9,88.8,5.2,155.3,13.4,6,,2021-08-28 5:57:33,2021-08-28 18:22:32,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-08-29,Chennai,32,25.1,27.8,24.7,84.3,29.73,100,12.5,rain,37.1,20.5,254.2,1002.3,90.9,5,213.4,18.2,8,,2021-08-29 5:57:36,2021-08-29 18:21:54,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
2021-08-30,Chennai,33,25.6,29.4,23.9,73.2,3.902,100,8.33,rain,,24.1,253.3,1003.2,85.1,5.8,248.8,21.6,9,,2021-08-30 5:57:38,2021-08-30 18:21:15,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-08-31,Chennai,35,26,29.7,24.3,74,0.29,100,4.17,rain,,18.4,225.5,1005.1,66.1,6.2,229.9,19.7,8,,2021-08-31 5:57:40,2021-08-31 18:20:36,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-09-01,Chennai,34,27.7,29.6,25.4,78.6,0,0,0,,,11.2,191.1,1006.2,90,5.3,132.1,11.4,5,,2021-09-01 5:57:42,2021-09-01 18:19:56,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-02,Chennai,30,27,28.6,24.9,81.1,0.055,100,4.17,rain,,18.4,277,1006.1,74.1,5.1,128.6,11.2,4,,2021-09-02 5:57:44,2021-09-02 18:19:16,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-09-03,Chennai,32,25.8,28.9,24.6,78,0.637,100,4.17,rain,,20.5,275.4,1004.9,89.1,4.9,106.4,9.1,4,,2021-09-03 5:57:46,2021-09-03 18:18:35,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-09-04,Chennai,32,25.8,28.3,24.3,79.6,3.363,100,12.5,rain,37.1,22.3,256,1005.1,88.1,4.9,127.6,10.8,5,,2021-09-04 5:57:47,2021-09-04 18:17:54,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
2021-09-05,Chennai,34,25,28.1,23.9,79.4,6.586,100,4.17,rain,40.7,22.3,259,1004.6,84.5,5.5,227.9,19.5,8,,2021-09-05 5:57:48,2021-09-05 18:17:13,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-09-06,Chennai,33,25,28.1,23.6,77.5,25.963,100,4.17,rain,37.1,22.3,268.2,1004.2,84.7,5.6,190,16.5,8,,2021-09-06 5:57:49,2021-09-06 18:16:32,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-09-07,Chennai,35,25.7,30.4,23.8,69.3,0,0,0,,,22.3,240.8,1004.5,63.4,6.1,176.1,15.1,6,,2021-09-07 5:57:50,2021-09-07 18:15:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-08,Chennai,35,27.7,30.7,24.3,69.8,0,0,0,,,22.3,247.9,1006.2,59.9,6.5,159.9,13.9,6,,2021-09-08 5:57:51,2021-09-08 18:15:09,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-09,Chennai,36,27.4,31.2,24.3,67.9,0,0,0,,,18.4,258.4,1006.9,49.3,6.5,194.2,16.7,7,,2021-09-09 5:57:51,2021-09-09 18:14:26,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-10,Chennai,35,27.7,31.2,24.4,68.5,4.145,100,8.33,rain,,22.3,258.4,1006,73.8,6.1,137.1,11.9,5,,2021-09-10 5:57:52,2021-09-10 18:13:44,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-09-11,Chennai,36,28,31.6,25.3,70.6,0,0,0,,,27.7,250,1004.8,60.4,6.2,132,11.4,5,,2021-09-11 5:57:52,2021-09-11 18:13:02,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-12,Chennai,34,29,31.2,24.3,67.7,0,0,0,,,18.4,242,1003.7,77,6,133.2,11.5,5,,2021-09-12 5:57:53,2021-09-12 18:12:19,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-13,Chennai,35,28,31.3,24.2,67.3,0,0,0,,37.1,22.3,247.1,1003.1,75.3,6.2,186.3,16.1,6,,2021-09-13 5:57:53,2021-09-13 18:11:36,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-14,Chennai,37,28,31.9,24.7,67,0,0,0,,,25.9,243.5,1004,42.1,6.8,172.3,14.8,6,,2021-09-14 5:57:53,2021-09-14 18:10:53,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-15,Chennai,36,28.8,31.7,25.2,69.7,0,0,0,,,16.6,214.1,1005.3,41.3,6.3,196.6,16.9,8,,2021-09-15 5:57:54,2021-09-15 18:10:11,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-16,Chennai,36,27,30.8,25.2,72.8,0,0,0,,,14.8,218.9,1005.4,54.2,6.2,85.1,7.5,3,,2021-09-16 5:57:54,2021-09-16 18:09:28,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-17,Chennai,36,27.1,30.7,25.5,74.6,2.47,100,4.17,rain,37.1,14.8,207.6,1005.2,71.2,5.1,88.5,7.5,4,,2021-09-17 5:57:54,2021-09-17 18:08:44,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-09-18,Chennai,35,26.7,30.2,24.6,72.8,0.218,100,4.17,rain,,14.8,206.8,1006.9,55.7,5.6,158.8,13.7,5,,2021-09-18 5:57:54,2021-09-18 18:08:01,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-09-19,Chennai,36,26.7,30.5,24.8,72.1,0,0,0,,,18.4,206.3,1008,37.7,5.9,194.3,16.9,7,,2021-09-19 5:57:54,2021-09-19 18:07:18,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-20,Chennai,36,25.9,30.3,24.1,70.8,0,0,0,,,18.4,225.5,1007.4,46.2,6.7,130.3,11.2,4,,2021-09-20 5:57:55,2021-09-20 18:06:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-21,Chennai,36,26,29.8,24.8,75.8,0.274,100,4.17,rain,33.5,27.7,243.2,1005.9,56.3,5.3,126.9,11,5,,2021-09-21 5:57:55,2021-09-21 18:05:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-09-22,Chennai,34,24.4,28.8,24.7,79.6,70.697,100,16.67,rain,50,28.2,257.9,1004.6,68.4,5.4,163.7,14.1,6,,2021-09-22 5:57:56,2021-09-22 18:05:09,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-09-23,Chennai,33,27,29.8,25,76.6,0,0,0,,,15.6,226.6,1005.3,61.6,5.5,117,10.1,4,,2021-09-23 5:57:56,2021-09-23 18:04:27,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-24,Chennai,34,27,29.8,25.6,78.6,0,0,0,,,13.3,162,1006,55.8,5.6,127.6,11.2,5,,2021-09-24 5:57:57,2021-09-24 18:03:44,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-25,Chennai,35,27,30.4,25,73.9,0,0,0,,,14.8,235.3,1005.3,48.5,5.7,143.8,12.4,6,,2021-09-25 5:57:58,2021-09-25 18:03:01,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-26,Chennai,32,25.7,28.8,25.1,81.2,11.073,100,8.33,rain,,14.8,261.5,1003.3,83.1,5.5,75.8,6.6,2,,2021-09-26 5:57:59,2021-09-26 18:02:19,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
2021-09-27,Chennai,33,27,30.1,24.2,71.6,0,0,0,,,20.5,243.9,1001.5,59,6.5,262.7,22.7,9,,2021-09-27 5:58:00,2021-09-27 18:01:37,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-09-28,Chennai,34.5,27,30.5,23.5,67.2,0,0,0,,,20.5,253.9,1004.4,48.5,6,157.5,13.6,5,,2021-09-28 5:58:01,2021-09-28 18:00:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
