date,location,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
2021-03-06,Chennai,31,22,27.1,21.6,72.9,0,0,0,,,13,111.8,1012.7,27.3,5.6,307.4,26.5,10,,2021-03-06 6:21:57,2021-03-06 18:18:28,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-07,Chennai,33,24,28,22.3,72.7,0,0,0,,,14.8,137.2,1011.9,31.9,5.7,290.9,25,10,,2021-03-07 6:21:21,2021-03-07 18:18:36,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-08,Chennai,32,24,28,22.1,71.7,0,0,0,,,16.6,115.7,1012.6,30.7,5.9,306.2,26.5,10,,2021-03-08 6:20:45,2021-03-08 18:18:43,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-09,Chennai,32,25,28.3,22.4,71.4,0,0,0,,,14.8,107.8,1013.2,40.8,6.1,300.6,25.9,10,,2021-03-09 6:20:08,2021-03-09 18:18:50,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-10,Chennai,32,24,28.2,23,74.3,0,0,0,,,18.4,118.1,1012.8,43.7,6.1,296.2,25.6,10,,2021-03-10 6:19:31,2021-03-10 18:18:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-11,Chennai,32.1,24,28.1,22.3,71.5,0,0,0,,,18.4,149.1,1012.9,42,6.2,284.7,24.8,10,,2021-03-11 6:18:53,2021-03-11 18:19:02,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-12,Chennai,31.2,23,27.2,20.8,69.8,0,0,0,,,18.4,137.4,1014.1,27.8,6.1,299.7,25.9,10,,2021-03-12 6:18:15,2021-03-12 18:19:08,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-13,Chennai,32,22,27.2,20.6,69.1,0,0,0,,,14.8,102.6,1013.4,27,5.9,305,26.3,10,,2021-03-13 6:17:37,2021-03-13 18:19:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-14,Chennai,35,23,28,19.7,64.8,0,0,0,,,16.6,136.4,1011.9,19.9,6.2,306.5,26.5,10,,2021-03-14 6:16:58,2021-03-14 18:19:19,0.01,Clear,Clear conditions throughout the day.,clear-day
2021-03-15,Chennai,33,23,28,21.1,69.1,0,0,0,,,18.4,99.5,1011,25.8,6,301.8,26,10,,2021-03-15 6:16:20,2021-03-15 18:19:25,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-16,Chennai,32,24,27.5,22.5,75.2,0,0,0,,,14.8,115.2,1010.9,29.8,5.7,306.1,26.6,10,,2021-03-16 6:15:40,2021-03-16 18:19:30,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-17,Chennai,31.2,23,27.2,22.1,74.7,0,0,0,,,13,131.5,1010.1,41.6,5.3,276.4,23.9,9,,2021-03-17 6:15:01,2021-03-17 18:19:34,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-18,Chennai,32,24,27.8,20.6,66.9,0,0,0,,,14.8,120.8,1010.5,47.8,5.5,255.9,22.1,9,,2021-03-18 6:14:22,2021-03-18 18:19:39,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-19,Chennai,31.2,23,27.3,20.9,69,0,0,0,,,14.8,141.9,1010.2,36.6,4.9,289.7,25.2,10,,2021-03-19 6:13:42,2021-03-19 18:19:43,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-20,Chennai,32,23,27.5,22.1,73.6,0,0,0,,,18.4,137.8,1008.9,40.9,4.7,238.8,20.6,9,,2021-03-20 6:13:02,2021-03-20 18:19:48,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-21,Chennai,33,23,28.2,21.7,69.6,0,0,0,,,13,113.1,1008.8,50.1,5.4,258.1,22.2,9,,2021-03-21 6:12:23,2021-03-21 18:19:52,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-22,Chennai,33,25,28.7,21.9,68.2,0,0,0,,,16.6,133.7,1010.2,41.6,5.7,296.8,25.6,10,,2021-03-22 6:11:43,2021-03-22 18:19:56,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-23,Chennai,32.2,24,28.3,22.3,70.9,0,0,0,,,16.6,110.2,1011,32.1,5.1,296.6,25.6,10,,2021-03-23 6:11:03,2021-03-23 18:20:00,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-24,Chennai,33.6,24,28.5,22.2,70.5,0,0,0,,,16.6,110.3,1010.9,34.6,5.1,272.7,23.6,9,,2021-03-24 6:10:23,2021-03-24 18:20:04,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-25,Chennai,33.2,25,28.8,22.5,71.1,0,0,0,,,20.5,130.5,1009.8,37.6,5.3,227,19.6,8,,2021-03-25 6:09:42,2021-03-25 18:20:08,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-26,Chennai,34,25,28.8,23.3,73.8,0,0,0,,,14.8,138.3,1009.2,38.3,5.5,237.5,20.5,8,,2021-03-26 6:09:02,2021-03-26 18:20:12,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-27,Chennai,34,25,29.1,23.3,71.9,0,0,0,,,14.8,149.5,1008.8,44.2,5.7,259.6,22.4,9,,2021-03-27 6:08:22,2021-03-27 18:20:16,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-28,Chennai,35,25,29.1,23.7,73.9,0,0,0,,,18.4,170.9,1008.3,39.6,5.7,261.3,22.4,9,,2021-03-28 6:07:42,2021-03-28 18:20:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-29,Chennai,35,26,29.7,24.3,74.5,0,0,0,,,24.1,199.2,1007.9,47.2,6.1,283.1,24.4,10,,2021-03-29 6:07:02,2021-03-29 18:20:23,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-30,Chennai,38,26,30.8,23.6,68.1,0,0,0,,,22.3,214.4,1006,30.3,6.1,296.3,25.7,10,,2021-03-30 6:06:22,2021-03-30 18:20:27,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-03-31,Chennai,38,27,30.8,24.8,72.3,0,0,0,,,18.4,214.9,1004.2,20.4,5.9,267.3,23.1,9,,2021-03-31 6:05:43,2021-03-31 18:20:31,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-01,Chennai,39,27,31.3,24.6,69.7,0,0,0,,,22.3,216.5,1003.8,17,6,242.1,21,8,,2021-04-01 6:05:03,2021-04-01 18:20:35,0.6,Clear,Clear conditions throughout the day.,clear-day
2021-04-02,Chennai,41,28,32.4,22.3,59.5,0,0,0,,,18.4,225.7,1004,19.5,6.3,247.3,21.3,8,,2021-04-02 6:04:24,2021-04-02 18:20:39,0.65,Clear,Clear conditions throughout the day.,clear-day
2021-04-03,Chennai,38,27,30.9,24.7,71,0,0,0,,,24.1,197.1,1005.2,26.7,6.1,273.9,23.6,9,,2021-04-03 6:03:44,2021-04-03 18:20:43,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-04,Chennai,35,28,30.2,25.5,76.4,0,0,0,,,22.3,160.7,1007,36.5,5.5,275.5,23.8,9,,2021-04-04 6:03:05,2021-04-04 18:20:48,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
2021-04-05,Chennai,33,28,29.9,24.8,74.8,0,0,0,,,16.6,133.5,1008.6,39.4,5.7,264.8,22.8,9,,2021-04-05 6:02:27,2021-04-05 18:20:52,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-06,Chennai,33.2,26,29.2,23.6,72.9,0,0,0,,,16.6,139.8,1009.8,41.3,5.9,261,22.5,9,,2021-04-06 6:01:48,2021-04-06 18:20:56,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-07,Chennai,33,25,28.9,23.1,72.2,0,0,0,,,25.9,150.9,1010.7,32.3,6.1,300.3,25.7,10,,2021-04-07 6:01:10,2021-04-07 18:21:01,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-08,Chennai,32.6,25.9,28.6,22.3,69.8,0,0,0,,,26.7,166.8,1009.5,28.9,5.7,300.7,26,10,,2021-04-08 6:00:32,2021-04-08 18:21:06,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-09,Chennai,32.1,25.9,28.6,21.6,66.9,0,0,0,,33.5,31,153.9,1009.2,29.4,5.7,268.5,23.1,9,,2021-04-09 5:59:54,2021-04-09 18:21:11,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-10,Chennai,32,25.9,28.8,22.7,70.2,0,0,0,,,26.3,134.8,1010.4,37.5,6.1,302.7,26.1,10,,2021-04-10 5:59:17,2021-04-10 18:21:16,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-11,Chennai,32.6,26.5,29,23.3,72.1,0,0,0,,,27.7,124.6,1011.2,39.7,6.2,294.9,25.4,10,,2021-04-11 5:58:40,2021-04-11 18:21:21,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-12,Chennai,32.1,26,28.8,23.5,73.7,0,0,0,,,28.5,139.3,1011.3,47.3,6.4,249.7,21.4,8,,2021-04-12 5:58:03,2021-04-12 18:21:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-13,Chennai,32.1,27.3,29.2,23.7,72.5,0,0,0,,,16.8,194.8,1010.8,44.4,5.7,272.6,23.5,10,,2021-04-13 5:57:27,2021-04-13 18:21:33,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-14,Chennai,33.9,25.9,28.7,24,76.1,0.1,100,8.33,rain,,13.5,238.7,1010.4,61.9,5.3,207.6,17.8,7,,2021-04-14 5:56:51,2021-04-14 18:21:39,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
2021-04-15,Chennai,30.5,25,27.8,23.1,76.2,25.098,100,8.33,rain,,15.4,238.6,1010.3,63.9,5.5,165.4,14.5,6,,2021-04-15 5:56:16,2021-04-15 18:21:45,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
2021-04-16,Chennai,33,25,29,23.8,74.2,0,0,0,,,12.9,139.2,1009.5,43,5.9,255.4,22.2,9,,2021-04-16 5:55:41,2021-04-16 18:21:51,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-17,Chennai,34.4,27.5,30.2,24.1,71.1,0,0,0,,,12.9,144.4,1002.4,35.3,6.2,248.2,21.5,8,,2021-04-17 5:55:06,2021-04-17 18:21:58,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-18,Chennai,33.9,27.1,30.2,24.3,72.1,0,0,0,,,15.4,168,1011.4,42.6,6.6,258,22.4,9,,2021-04-18 5:54:32,2021-04-18 18:22:05,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-19,Chennai,33.7,27.7,30.2,25,74.6,0,0,0,,,16.8,170.1,1009.2,31.5,6.1,277.8,24.1,9,,2021-04-19 5:53:59,2021-04-19 18:22:12,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-20,Chennai,34.5,28.1,30.5,24.8,72.9,0,0,0,,,14.9,168,1008.4,43.1,6,223.5,19.2,8,,2021-04-20 5:53:26,2021-04-20 18:22:20,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-21,Chennai,33.5,28.2,30.2,25,74.6,0,0,0,,,15.4,156.3,1009.9,30.4,5.9,186.4,16,7,,2021-04-21 5:52:54,2021-04-21 18:22:28,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-22,Chennai,34.2,28,30.3,24.8,73.3,0,0,0,,,19.2,193,1010.1,39.8,6.1,245.5,21.2,8,,2021-04-22 5:52:22,2021-04-22 18:22:36,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-23,Chennai,33.9,28,30.3,23.9,69.3,0,0,0,,,28.8,225.4,1004.3,35,6,233.6,20.1,8,,2021-04-23 5:51:51,2021-04-23 18:22:44,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-24,Chennai,33.6,28.4,30.3,24.8,73,0,0,0,,,20.9,210.5,1009,44.9,6.1,119.6,10.3,4,,2021-04-24 5:51:20,2021-04-24 18:22:53,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-25,Chennai,33.3,28.4,30.2,24.8,73.3,0,0,0,,,15.4,176,1008.7,39.1,6.2,230.5,19.8,8,,2021-04-25 5:50:50,2021-04-25 18:23:02,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-26,Chennai,32.9,28,30.1,24.2,71,0,0,0,,,19.2,154.5,1008.2,41.6,6.3,211.1,18.2,7,,2021-04-26 5:50:21,2021-04-26 18:23:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-27,Chennai,34,28,30.4,24.3,70.3,0,0,0,,,21.6,173.3,1008.6,38.6,6,166.7,14.4,5,,2021-04-27 5:49:52,2021-04-27 18:23:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-28,Chennai,34.6,28.3,30.7,24.5,70.7,0,0,0,,,17.1,171.9,1008.9,30.5,6,199.3,17.3,7,,2021-04-28 5:49:24,2021-04-28 18:23:32,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-29,Chennai,34.6,28.3,30.8,24.1,68.7,0,0,0,,,16.8,150.7,1008.3,26.5,6.1,252.1,21.8,9,,2021-04-29 5:48:57,2021-04-29 18:23:42,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-04-30,Chennai,33.5,28.5,30.6,24.8,71.9,0,0,0,,,18.2,140.7,1008,39.1,6.6,225.7,19.5,8,,2021-04-30 5:48:30,2021-04-30 18:23:53,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-01,Chennai,33.8,27.9,30.7,24.6,70.3,0,0,0,,,18.1,133,1008.4,46.6,6.6,236.8,20.3,8,,2021-05-01 5:48:04,2021-05-01 18:24:04,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-02,Chennai,34.1,27.9,30.8,24.1,68.4,0,0,0,,,16.6,131.3,1008.6,47.3,6.9,212.3,18.4,7,,2021-05-02 5:47:39,2021-05-02 18:24:16,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-03,Chennai,33.8,28.1,30.8,24.1,68.2,0,0,0,,,13.5,130.9,1008,49.3,6.5,266.6,23.1,9,,2021-05-03 5:47:15,2021-05-03 18:24:27,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-04,Chennai,33.6,27.4,30.7,23.9,67.7,0,0,0,,,18.1,149,991.7,43.4,6.6,288.2,25,10,,2021-05-04 5:46:51,2021-05-04 18:24:39,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-05,Chennai,34,27,30.6,24.1,69,0,0,0,,,19.6,142.5,1007.7,36.2,6.8,311.6,26.8,10,,2021-05-05 5:46:28,2021-05-05 18:24:52,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-06,Chennai,34,28.1,30.8,24.1,68.4,0,0,0,,40.7,19.2,139.6,1008.8,41.4,6.9,284.7,24.6,9,,2021-05-06 5:46:06,2021-05-06 18:25:05,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-07,Chennai,33.8,28.7,30.8,24.1,68.2,0,0,0,,,22,151.8,1009.5,45.9,6.9,181.6,15.5,6,,2021-05-07 5:45:45,2021-05-07 18:25:18,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-08,Chennai,33.3,28.6,30.6,23.9,67.9,0,0,0,,,19.6,147.1,1008.7,48.2,6.7,166,14.2,5,,2021-05-08 5:45:24,2021-05-08 18:25:31,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-09,Chennai,33.4,28,30.7,23.9,67.8,0,0,0,,,19.6,137.4,1006.8,41.4,6.7,211.4,18.2,7,,2021-05-09 5:45:05,2021-05-09 18:25:45,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-10,Chennai,33.6,28.6,30.8,24.1,68.2,0,0,0,,,22.5,171.2,1006.8,38.5,6.7,264.9,22.9,9,,2021-05-10 5:44:46,2021-05-10 18:25:59,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-11,Chennai,35.7,27.9,31.3,24.3,67.4,0,0,0,,,26.3,192.2,1005.9,39.2,6.8,226.2,19.4,8,,2021-05-11 5:44:28,2021-05-11 18:26:14,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-12,Chennai,34.5,28.3,31.1,25,71,0,0,0,,37.1,27.4,180.6,984,49.7,6.2,213.8,18.2,7,,2021-05-12 5:44:10,2021-05-12 18:26:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-13,Chennai,34.3,29,30.9,25.2,72.4,0,0,0,,,24.9,176.2,1004.5,40.7,6.9,127.7,11,4,,2021-05-13 5:43:54,2021-05-13 18:26:43,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-14,Chennai,35,28.5,30.9,25.1,71.6,0,0,0,,38.9,26.3,174.7,1003.9,48.2,6.7,192.3,16.6,7,,2021-05-14 5:43:38,2021-05-14 18:26:59,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-15,Chennai,33.4,29.1,30.8,23.5,65.7,0,0,0,,,28.8,180,1003.3,53.1,7.3,208.4,18,7,,2021-05-15 5:43:24,2021-05-15 18:27:14,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-16,Chennai,34,28.5,30.4,24,69.6,0,0,0,,38.9,28.1,180.6,1001,50.3,6.6,190.7,16.4,7,,2021-05-16 5:43:10,2021-05-16 18:27:30,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-17,Chennai,34.3,28.9,30.8,24.4,69.8,0,0,0,,,23.5,169.4,1005.7,33.4,6.8,234.7,20.1,8,,2021-05-17 5:42:57,2021-05-17 18:27:46,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-18,Chennai,34.5,28.9,30.9,24.8,71,0,0,0,,40.7,28.1,181.1,1006.1,43,6.8,179.4,15.5,6,,2021-05-18 5:42:45,2021-05-18 18:28:03,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-19,Chennai,33.9,28.1,30.6,25.2,73.3,0,0,0,,,27.4,180.8,1005.4,44.2,6.6,106,9.2,3,,2021-05-19 5:42:34,2021-05-19 18:28:19,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-20,Chennai,34.7,24.4,29.3,23.2,70.8,8.763,100,4.17,rain,,23.9,227.9,1005.9,50.1,5.9,174.9,15.2,6,,2021-05-20 5:42:23,2021-05-20 18:28:36,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-05-21,Chennai,33.4,23.7,27.6,23.5,79.2,8.726,100,4.17,rain,38.9,28,241.4,1006,71.6,5.8,126.1,10.8,4,,2021-05-21 5:42:14,2021-05-21 18:28:53,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
2021-05-22,Chennai,31.5,25.7,28.6,23.7,75.4,0,0,0,,,22,251.5,1005.3,89,6.1,162.2,14.1,6,,2021-05-22 5:42:05,2021-05-22 18:29:10,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-23,Chennai,33.3,27,30,23.8,70.5,0,0,0,,,16.8,228.3,1004.8,62.4,6.3,153.4,13.2,5,,2021-05-23 5:41:57,2021-05-23 18:29:28,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-24,Chennai,34.7,28.5,31.4,24.3,67.1,0,0,0,,,25,255.5,1004,66.3,6,101.1,8.5,3,,2021-05-24 5:41:50,2021-05-24 18:29:45,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-25,Chennai,36.9,27.5,31.9,22.9,59.7,0,0,0,,44.6,25.9,247.1,1002.4,63.2,6.4,104.9,9.1,4,,2021-05-25 5:41:44,2021-05-25 18:30:03,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-26,Chennai,38.7,27,32.3,22,56.3,0,0,0,,42.5,25.9,257.1,1001.6,43.6,6.6,269.1,23.3,9,,2021-05-26 5:41:39,2021-05-26 18:30:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-27,Chennai,37,29,31.9,21.4,55.3,0,0,0,,40.7,21.1,271,1002.5,32.1,6.5,258.8,22.3,9,,2021-05-27 5:41:35,2021-05-27 18:30:39,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-28,Chennai,35.7,27,30.5,21.2,59.2,0,0,0,,,21.4,242.2,1004.2,27.1,6.7,248.5,21.6,8,,2021-05-28 5:41:31,2021-05-28 18:30:57,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-29,Chennai,37.5,27.1,30.8,21.4,58.7,0,0,0,,,19.2,221.1,1005.2,27.7,6.4,234.8,20.3,9,,2021-05-29 5:41:28,2021-05-29 18:31:15,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-30,Chennai,36.7,26,30.6,21.2,58,0,0,0,,,20.5,222.4,1004.8,36,6.8,255.3,22,9,,2021-05-30 5:41:27,2021-05-30 18:31:33,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-05-31,Chennai,37.4,23,29.3,21.9,66,1.226,100,8.33,rain,,29.5,242,1003.8,36.7,6.4,187.4,16.3,6,,2021-05-31 5:41:26,2021-05-31 18:31:51,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-06-01,Chennai,36.3,25,30,21.7,62.5,0,0,0,,,22.3,228,1004.2,34,6.8,210.7,18.2,7,,2021-06-01 5:41:25,2021-06-01 18:32:09,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-02,Chennai,37,26,30.5,24,69,0,0,0,,,22.3,170.3,1004.9,35,6.2,177.6,15.3,6,,2021-06-02 5:41:26,2021-06-02 18:32:27,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-03,Chennai,36,29,31.4,25.2,71.2,0,0,0,,,18.4,174.8,1006.3,47.1,6.1,153.3,13.2,5,,2021-06-03 5:41:27,2021-06-03 18:32:45,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-04,Chennai,34.5,28,30.8,25.3,73.4,0,0,0,,,22.3,172.5,1007.5,42.3,6.4,203.8,17.4,8,,2021-06-04 5:41:29,2021-06-04 18:33:03,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-05,Chennai,34.6,28,30.6,24.8,72.1,0,0,0,,,22.3,178.3,1006.9,46.9,6.4,116.3,10,4,,2021-06-05 5:41:32,2021-06-05 18:33:21,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-06,Chennai,34.4,26,30.1,23.4,68.4,0,0,0,,,20.5,179.2,1006.7,41,6.5,190.9,16.6,7,,2021-06-06 5:41:36,2021-06-06 18:33:39,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-07,Chennai,37,24.7,31.3,24.5,69.1,43.46,100,8.33,rain,,18.4,228.5,1006.3,52.5,6.3,169.7,14.7,6,,2021-06-07 5:41:40,2021-06-07 18:33:56,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-06-08,Chennai,37,27,31.4,25.6,73.6,10.521,100,4.17,rain,,16.6,225.6,1005.6,63.3,5.7,189.4,16.3,7,,2021-06-08 5:41:45,2021-06-08 18:34:14,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-06-09,Chennai,38,28,32.3,24,63.2,0.863,100,8.33,rain,37.1,27.7,256.7,1004.3,52.2,6.4,173,14.8,6,,2021-06-09 5:41:51,2021-06-09 18:34:31,1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
2021-06-10,Chennai,36.2,29.8,32.5,23.4,60.3,0.2,100,4.17,rain,,18.4,257.5,1003.2,58.6,5.9,232.9,20.1,8,,2021-06-10 5:41:58,2021-06-10 18:34:48,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-06-11,Chennai,35,29,31.8,22.5,58.7,0.726,100,4.17,rain,,27.7,268.9,1003.4,74.5,6,143.4,12.3,5,,2021-06-11 5:42:05,2021-06-11 18:35:05,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
2021-06-12,Chennai,38,28,31.9,23.3,62.3,1.202,100,8.33,rain,33.5,24.1,262.4,1003.3,60.4,5.8,196.6,17,7,,2021-06-12 5:42:13,2021-06-12 18:35:22,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2021-06-13,Chennai,37,27.1,31.8,22.7,60.2,0,0,0,,40.7,24.1,264.9,1003,75.5,6.2,143.6,12.4,6,,2021-06-13 5:42:21,2021-06-13 18:35:38,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-14,Chennai,35,29,31.7,22.1,57.6,0.274,100,4.17,rain,40.7,24.1,256,1003,81.6,6.4,198.1,17.1,7,,2021-06-14 5:42:30,2021-06-14 18:35:54,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
2021-06-15,Chennai,38,28,32.4,23,59.1,0,0,0,,40.7,24.1,244.9,1002.4,63.4,6.2,267.3,23.2,9,,2021-06-15 5:42:40,2021-06-15 18:36:10,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-16,Chennai,38,29.4,33.2,22.3,53.8,0,0,0,,40.7,22.3,257.7,1003.6,63.2,6.2,157.1,13.6,5,,2021-06-16 5:42:50,2021-06-16 18:36:25,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-17,Chennai,37,29.9,32.8,23,57.8,0,0,0,,46.4,27.7,243.6,1004.4,61.9,6.3,166.5,14.5,5,,2021-06-17 5:43:01,2021-06-17 18:36:40,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
2021-06-18,Chennai,36,29,32.1,22.7,58.7,0,0,0,,40.7,22.3,235.2,1006,86.8,6.4,197.9,17.1,7,,2021-06-18 5:43:12,2021-06-18 18:36:54,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
